,brand,model,variant,year,price,fuel_type,transmission,km_driven,ownership,body_type,city_id,car_age,price_segment
1399,KIA,SELTOS,GTX PLUS DCT 1.4 PETROL,2019,958000,Petrol,Automatic,131231,1,SUV,3686,7,Premium
1400,KIA,SELTOS,HTK PLUS 1.5 IMT,2022,1000000,Petrol,Manual,55159,1,SUV,3686,4,Premium
1401,KIA,SELTOS,HTX 1.5 DIESEL,2022,1100000,Diesel,Manual,150750,1,SUV,3686,4,Premium
1402,KIA,SELTOS,GTX PLUS 1.5 DIESEL AT,2022,1372000,Diesel,Automatic,93931,1,SUV,3686,4,Premium
1403,KIA,SELTOS,HTX 1.5 PETROL,2021,1100000,Petrol,Manual,58353,1,SUV,3686,5,Premium
1406,KIA,SELTOS,HTE 1.5 PETROL,2021,815000,Petrol,Manual,18242,2,SUV,3686,5,Premium
1407,KIA,SELTOS,HTX PLUS 1.5 DIESEL,2019,984000,Diesel,Manual,85632,1,SUV,3686,7,Premium
1408,Toyota,URBAN CRUISER,HIGH GRADE MT,2020,642562,Petrol,Manual,44175,2,SUV,3686,6,Mid-Range
1409,Toyota,Etios,CROSS 1.4 VD,2014,353500,Diesel,Manual,80902,1,Sedan,3686,12,Mid-Range
1410,Toyota,Etios,GD,2015,361265,Diesel,Manual,86134,1,Sedan,3686,11,Mid-Range
1411,Toyota,URBAN CRUISER,PREMIUM GRADE AT,2020,611000,Petrol,Automatic,145623,1,SUV,3686,6,Mid-Range
1412,Toyota,Innova,2.5 VX 7 STR,2015,929000,Diesel,Manual,94748,1,SUV,3686,11,Premium
1413,Toyota,Glanza,V CVT,2021,592000,Petrol,Automatic,93678,1,Hatchback,3686,5,Mid-Range
1414,Toyota,Innova,2.5 GX 8 STR,2015,724000,Diesel,Manual,257785,4,SUV,3686,11,Premium
1415,Toyota,Urban Cruiser Taisor,S Plus 1.2 Petrol AMT,2024,780000,Petrol,Automatic,29804,1,SUV,3686,2,Premium
1416,Toyota,Innova,2.5 G2 7STR,2012,376000,Diesel,Manual,185894,3,SUV,3686,14,Mid-Range
1417,Toyota,Etios,G,2011,186000,Petrol,Manual,80216,9,Sedan,3686,15,Budget
1418,Toyota,Etios,GD,2015,315000,Diesel,Manual,163970,2,Sedan,3686,11,Mid-Range
1419,Toyota,Etios,GD,2015,260000,Diesel,Manual,353809,2,Sedan,3686,11,Budget
1420,Toyota,Etios,G,2011,227000,Petrol,Manual,76973,1,Sedan,3686,15,Budget
1421,Toyota,URBAN CRUISER,HIGH GRADE MT,2021,921000,Petrol,Manual,84540,2,SUV,3686,5,Premium
1422,Toyota,Camry,HYBRID,2017,1191000,Hybrid,Automatic,68198,2,Sedan,3686,9,Premium
1423,Toyota,Etios Liva,GD,2013,257000,Diesel,Manual,1,2,Hatchback,3686,13,Budget
1425,Toyota,Etios,GD,2015,310000,Diesel,Manual,228504,2,Sedan,3686,11,Mid-Range
1426,Toyota,Etios,G,2011,178000,Petrol,Manual,77799,2,Sedan,3686,15,Budget
1428,Toyota,Corolla Altis,J DIESEL,2012,249000,Diesel,Manual,87237,2,Sedan,3686,14,Budget
1429,Toyota,Etios,VX-D,2015,321000,Diesel,Manual,246836,1,Sedan,3686,11,Mid-Range
1430,Toyota,Etios,GD,2016,325000,Diesel,Manual,87882,2,Sedan,3686,10,Mid-Range
1432,Toyota,URBAN CRUISER,MID GRADE MT,2021,550000,Petrol,Manual,116911,2,SUV,3686,5,Mid-Range
1433,Toyota,Innova Crysta,2.4 GX 8 STR,2017,1365000,Diesel,Manual,138916,2,SUV,3686,9,Premium
1434,Toyota,Etios,GD,2017,350000,Diesel,Manual,83619,2,Sedan,3686,9,Mid-Range
1435,Toyota,Etios Liva,G,2014,299000,Petrol,Manual,56580,2,Hatchback,3686,12,Budget
1436,Toyota,Etios,GD EXCLUSIVE,2014,281000,Diesel,Manual,157320,1,Sedan,3686,12,Budget
1437,Toyota,Innova Crysta,2.8 GX AT 8 STR,2018,1321000,Diesel,Automatic,190379,2,SUV,3686,8,Premium
1438,Toyota,Etios,GD,2015,250000,Diesel,Manual,296657,2,Sedan,3686,11,Budget
1439,Toyota,Innova,VX 2.5 7 STR,2012,568000,Diesel,Manual,250000,2,SUV,3686,14,Mid-Range
1440,Toyota,URBAN CRUISER,HIGH GRADE MT,2022,755000,Petrol,Manual,56553,1,SUV,3686,4,Premium
1444,Toyota,Innova,2.5 GX 8 STR,2012,480000,Diesel,Manual,217721,1,SUV,3686,14,Mid-Range
1445,Toyota,Innova,2.5 VX 8 STR,2012,525000,Diesel,Manual,180725,2,SUV,3686,14,Mid-Range
1448,Toyota,Fortuner,3.0 4X2 MT,2014,1400000,Diesel,Manual,299774,2,SUV,3686,12,Premium
1450,Toyota,Innova,2.5 VX 7 STR,2013,800000,Diesel,Manual,175381,1,SUV,3686,13,Premium
1451,Toyota,Corolla Altis,G DIESEL,2011,331000,Diesel,Manual,284313,3,Sedan,3686,15,Mid-Range
1452,Toyota,Corolla Altis,G DIESEL,2011,333000,Diesel,Manual,283234,2,Sedan,3686,15,Mid-Range
1453,Toyota,Fortuner,3.0 4X2 MT,2013,1050000,Diesel,Manual,138726,2,SUV,3686,13,Premium
1455,Toyota,Innova,2.5 GX 8 STR,2013,609000,Diesel,Manual,250762,2,SUV,3686,13,Mid-Range
1456,Toyota,Fortuner,3.0 4X2 AT,2015,1150000,Diesel,Automatic,136834,2,SUV,3686,11,Premium
1457,Toyota,Innova,2.5 ZX 7 STR,2014,704000,Diesel,Manual,312500,2,SUV,3686,12,Premium
1460,Toyota,Etios,GD,2018,448000,Diesel,Manual,94358,1,Sedan,3686,8,Mid-Range
1461,Toyota,URBAN CRUISER HYRYDER,G HYBRID,2022,1354839,Hybrid,Automatic,49186,1,SUV,3686,4,Premium
1462,Volkswagen,Vento,HIGHLINE 1.6 MPI,2016,475430,Petrol,Manual,80398,1,Sedan,3686,10,Mid-Range
1463,Volkswagen,Polo,COMFORTLINE 1.2L,2016,360000,Petrol,Manual,70511,2,Hatchback,3686,10,Mid-Range
1464,Volkswagen,Polo,HIGHLINE PLUS 1.0 16 ALLOY,2018,407607,Petrol,Manual,89020,2,Hatchback,3686,8,Mid-Range
1465,Volkswagen,Polo,HIGHLINE1.5L,2018,569000,Diesel,Manual,94430,1,Hatchback,3686,8,Mid-Range
1466,Volkswagen,VIRTUS,COMFORTLINE TSI 1.0 MT,2022,809000,Petrol,Manual,46685,1,Sedan,3686,4,Premium
1467,Volkswagen,Ameo,TRENDLINE 1.5L,2018,348000,Diesel,Manual,117433,1,Sedan,3686,8,Mid-Range
1468,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2013,292903,Petrol,Manual,89229,1,Hatchback,3686,13,Budget
1469,Volkswagen,Polo,HIGHLINE1.2L,2017,444000,Petrol,Manual,72534,2,Hatchback,3686,9,Mid-Range
1470,Volkswagen,Ameo,HIGHLINE1.2L,2016,369500,Petrol,Manual,78203,1,Sedan,3686,10,Mid-Range
1471,Volkswagen,Vento,HIGHLINE DIESEL 1.6,2013,354000,Diesel,Manual,89616,1,Sedan,3686,13,Mid-Range
1472,Volkswagen,Polo,HIGHLINE PLUS 1.2(16 ALLOY,2018,530000,Petrol,Manual,60603,1,Hatchback,3686,8,Mid-Range
1473,Volkswagen,Polo,HIGHLINE1.5L,2015,344000,Diesel,Manual,143843,1,Hatchback,3686,11,Mid-Range
1474,Volkswagen,Ameo,HIGHLINE1.2L,2016,365000,Petrol,Manual,96313,1,Sedan,3686,10,Mid-Range
1475,Volkswagen,TIGUAN,HIGHLINE TDI AT,2019,1306000,Diesel,Automatic,53264,1,SUV,3686,7,Premium
1476,Volkswagen,Vento,HIGHLINE PLUS 1.0L TSI,2020,640000,Petrol,Manual,75820,1,Sedan,3686,6,Mid-Range
1477,Volkswagen,TIGUAN,HIGHLINE TDI AT,2019,1376000,Diesel,Automatic,111433,1,SUV,3686,7,Premium
1478,Volkswagen,TAIGUN, GT PLUS 1.5 TSI MT,2021,975500,Petrol,Manual,69630,1,SUV,3686,5,Premium
1479,Volkswagen,Polo,TRENDLINE 1.2L DIESEL,2013,158000,Diesel,Manual,82888,2,Hatchback,3686,13,Budget
1480,Volkswagen,Vento,HIGHLINE 1.5 AT,2016,495000,Diesel,Automatic,136252,2,Sedan,3686,10,Mid-Range
1482,Volkswagen,Polo,COMFORTLINE 1.2L,2012,148000,Diesel,Manual,126071,5,Hatchback,3686,14,Budget
1483,Volkswagen,Polo,HIGHLINE1.2L,2017,522000,Petrol,Manual,32615,1,Hatchback,3686,9,Mid-Range
1484,Volkswagen,Polo,HIGHLINE PLUS 1.5 16 ALLOY,2018,455000,Diesel,Manual,66438,5,Hatchback,3686,8,Mid-Range
1485,Volkswagen,Polo,HIGHLINE1.5L,2015,300000,Diesel,Manual,151336,2,Hatchback,3686,11,Budget
1486,Volkswagen,Polo,TRENDLINE 1.0L,2019,450000,Petrol,Manual,90142,2,Hatchback,3686,7,Mid-Range
1487,Volkswagen,Polo,GT TSI AT,2014,354000,Petrol,Automatic,67365,3,Hatchback,3686,12,Mid-Range
1488,Volkswagen,Vento,HIGHLINE 1.6 MPI,2014,300000,Petrol,Manual,68204,2,Sedan,3686,12,Budget
1489,Volkswagen,Vento,HIGHLINE 1.0L TSI,2020,674000,Petrol,Manual,36131,2,Sedan,3686,6,Mid-Range
1490,Volkswagen,Vento,HIGHLINE PETROL AT,2013,253000,Petrol,Automatic,67859,3,Sedan,3686,13,Budget
1491,Volkswagen,Polo,COMFORTLINE 1.2L,2012,143000,Diesel,Manual,104779,2,Hatchback,3686,14,Budget
1492,Volkswagen,Polo,COMFORTLINE 1.2L,2013,225000,Diesel,Manual,123287,1,Hatchback,3686,13,Budget
1493,Volkswagen,TAIGUN,HIGHLINE 1.0 TSI MT,2024,1051000,Petrol,Manual,8827,1,SUV,3686,2,Premium
1494,Volkswagen,VIRTUS,TOPLINE TSI 1.0 MT,2023,1141000,Petrol,Manual,41843,1,Sedan,3686,3,Premium
1495,Volkswagen,VIRTUS,HIGHLINE TSI 1.0 AT,2024,1211000,Petrol,Automatic,18000,1,Sedan,3686,2,Premium
1496,Volkswagen,Vento,HIGHLINE DIESEL 1.6,2012,190000,Diesel,Manual,154714,3,Sedan,3686,14,Budget
1498,Volkswagen,Vento,HIGHLINE DIESEL 1.6,2013,268000,Diesel,Manual,164971,3,Sedan,3686,13,Budget
1499,Volkswagen,Vento,HIGHLINE DIESEL 1.6,2011,214000,Diesel,Manual,117635,2,Sedan,3686,15,Budget
1500,Volkswagen,Polo,HIGHLINE DIESEL,2013,237000,Diesel,Manual,123324,2,Hatchback,3686,13,Budget
1501,Volkswagen,Polo,HIGHLINE1.2L,2014,337000,Petrol,Manual,86264,3,Hatchback,3686,12,Mid-Range
1502,Volkswagen,Passat,HIGHLINE DSG,2011,630000,Diesel,Automatic,87855,2,Sedan,3686,15,Mid-Range
1503,Volkswagen,Polo,COMFORTLINE 1.0L MPI,2019,427000,Petrol,Manual,83565,2,Hatchback,3686,7,Mid-Range
1504,Volkswagen,VIRTUS,TOPLINE TSI 1.0 AT,2024,1328000,Petrol,Automatic,20180,1,Sedan,3686,2,Premium
1505,Volkswagen,Jetta,COMFORTLINE TDI,2012,386000,Diesel,Manual,160650,2,Sedan,3686,14,Mid-Range
1506,Volkswagen,Polo,TRENDLINE 1.0L,2020,462000,Petrol,Manual,88394,2,Hatchback,3686,6,Mid-Range
1507,Volkswagen,Polo,HIGHLINE1.2L,2014,327000,Petrol,Manual,122132,1,Hatchback,3686,12,Mid-Range
1508,Volkswagen,Polo,HIGHLINE1.2L,2017,464000,Petrol,Manual,78605,1,Hatchback,3686,9,Mid-Range
1509,Volkswagen,Polo,COMFORTLINE 1.0L MPI,2021,717000,Petrol,Manual,29248,1,Hatchback,3686,5,Premium
1510,Volkswagen,TAIGUN,TOPLINE 1.0 TSI AT,2022,1156000,Petrol,Automatic,40739,1,SUV,3686,4,Premium
1511,Volkswagen,Polo,HIGHLINE1.2L,2017,420000,Petrol,Manual,126054,2,Hatchback,3686,9,Mid-Range
1512,Volkswagen,Polo,HIGHLINE1.2L,2016,378000,Petrol,Manual,166193,1,Hatchback,3686,10,Mid-Range
1513,Volkswagen,T-ROC,1.5 TSI AT,2020,1154000,Petrol,Automatic,90783,1,SUV,3686,6,Premium
1514,Volkswagen,TAIGUN,GT PLUS 1.5 TSI DSG,2023,1375000,Petrol,Automatic,41466,1,SUV,3686,3,Premium
1515,Volkswagen,TAIGUN, GT PLUS 1.5 TSI MT,2023,1300000,Petrol,Manual,23804,1,SUV,3686,3,Premium
1516,Volkswagen,TAIGUN,TOPLINE 1.0 TSI MT,2022,1085000,Petrol,Manual,61604,1,SUV,3686,4,Premium
1517,Volkswagen,Ameo,HIGHLINE1.2L,2016,468000,Petrol,Manual,75174,1,Sedan,3686,10,Mid-Range
1518,Volkswagen,Polo,HIGHLINE DIESEL,2013,263000,Diesel,Manual,141816,1,Hatchback,3686,13,Budget
1519,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2013,247957,Petrol,Manual,113844,2,Hatchback,3686,13,Budget
1520,Volkswagen,Polo,HIGHLINE PLUS 1.0 16 ALLOY,2019,587320,Petrol,Manual,36726,1,Hatchback,3686,7,Mid-Range
1521,Volkswagen,Polo,HIGHLINE PLUS 1.0L TSI,2021,675000,Petrol,Manual,79999,1,Hatchback,3686,5,Mid-Range
1522,Ford,Ecosport,TITANIUM 1.5L DIESEL,2013,297175,Diesel,Manual,106168,2,SUV,3686,13,Budget
1523,Ford,Figo Aspire,TREND 1.2 PETROL,2016,254000,Petrol,Manual,92966,1,Sedan,3686,10,Budget
1524,Ford,Ecosport,TITANIUM 1.5L DIESEL,2016,519000,Diesel,Manual,44988,1,SUV,3686,10,Mid-Range
1525,Ford,Ecosport,TITANIUM 1.5L DIESEL,2020,699000,Diesel,Manual,76741,1,SUV,3686,6,Mid-Range
1526,Ford,Ecosport,TITANIUM 1.5L PETROL,2018,501000,Petrol,Manual,86654,2,SUV,3686,8,Mid-Range
1527,Ford,Ecosport,TITANIUM 1.5L DIESEL,2019,669539,Diesel,Manual,58737,2,SUV,3686,7,Mid-Range
1528,Ford,Ecosport,TITANIUM + 1.5L PETROL AT,2020,715000,Petrol,Automatic,66064,1,SUV,3686,6,Premium
1529,Ford,Ecosport,TITANIUM 1.5L PETROL AT,2016,435500,Petrol,Automatic,84105,1,SUV,3686,10,Mid-Range
1530,Ford,Ecosport,AMBIENTE 1.5L DIESEL,2014,315000,Diesel,Manual,106811,2,SUV,3686,12,Mid-Range
1531,Ford,FREESTYLE,TITANIUM 1.2 PETROL,2020,453000,Petrol,Manual,58367,1,SUV,3686,6,Mid-Range
1532,Ford,New Figo,TITANIUM PLUS 1.2 PETROL AT,2021,540000,Petrol,Automatic,39712,2,Hatchback,3686,5,Mid-Range
1533,Ford,Ecosport,TITANIUM 1.5L PETROL,2016,478000,Petrol,Manual,60669,2,SUV,3686,10,Mid-Range
1534,Ford,Ecosport,TITANIUM 1.5L DIESEL,2014,417904,Diesel,Manual,102576,1,SUV,3686,12,Mid-Range
1535,Ford,FREESTYLE,TITANIUM PLUS 1.5 DIESEL,2021,525000,Diesel,Manual,96602,1,SUV,3686,5,Mid-Range
1536,Ford,Ecosport,TITANIUM 1.5 SPORTS(SUNROOF) PETROL,2020,745000,Petrol,Manual,74914,1,SUV,3686,6,Premium
1537,Ford,Ecosport,TITANIUM 1.5L PETROL,2017,500000,Petrol,Manual,78659,1,SUV,3686,9,Mid-Range
1538,Ford,New Figo,TITANIUM1.5 DIESEL,2017,321000,Diesel,Manual,136488,1,Hatchback,3686,9,Mid-Range
1539,Ford,Ecosport,AMBIENTE 1.5L PETROL,2014,242000,Petrol,Manual,71138,3,SUV,3686,12,Budget
1540,Ford,Figo Aspire,TREND 1.2 PETROL,2015,269000,Petrol,Manual,43478,2,Sedan,3686,11,Budget
1541,Ford,Figo,ZXI 1.2 PETROL,2011,89000,Petrol,Manual,58746,1,Hatchback,3686,15,Budget
1542,Ford,Figo,EXI 1.4 DIESEL,2012,103000,Diesel,Manual,115659,2,Hatchback,3686,14,Budget
1543,Ford,Ecosport,TITANIUM 1.0L ECOBOOST,2014,301000,Petrol,Manual,98447,2,SUV,3686,12,Mid-Range
1544,Ford,Figo,EXI 1.4 DIESEL,2012,111000,Diesel,Manual,87870,6,Hatchback,3686,14,Budget
1545,Ford,Figo Aspire,TREND 1.5 DIESEL,2015,260000,Diesel,Manual,157628,1,Sedan,3686,11,Budget
1546,Ford,FREESTYLE,TITANIUM 1.2 PETROL,2018,472000,Petrol,Manual,61197,2,SUV,3686,8,Mid-Range
1547,Ford,Figo,ZXI 1.2 PETROL,2013,200000,Petrol,Manual,38981,1,Hatchback,3686,13,Budget
1548,Ford,Figo,TITANIUM 1.4 DIESEL,2012,120000,Diesel,Manual,121237,2,Hatchback,3686,14,Budget
1549,Ford,Ecosport,TITANIUM 1.5L DIESEL,2014,304000,Diesel,Manual,101520,5,SUV,3686,12,Mid-Range
1550,Ford,Figo,TITANIUM 1.4 DIESEL,2012,124000,Diesel,Manual,183570,1,Hatchback,3686,14,Budget
1551,Ford,Figo,TITANIUM 1.4 DIESEL,2012,149000,Diesel,Manual,104062,1,Hatchback,3686,14,Budget
1552,Ford,Figo,ZXI 1.4 DIESEL,2012,114000,Diesel,Manual,101976,2,Hatchback,3686,14,Budget
1553,Ford,Ecosport,TITANIUM 1.5L DIESEL,2021,847000,Diesel,Manual,66563,1,SUV,3686,5,Premium
1554,Ford,Fiesta Classic,CLXI 1.4 DIESEL,2011,142000,Diesel,Manual,204458,5,Sedan,3686,15,Budget
1555,Ford,Figo,ZXI 1.4 DIESEL,2012,134000,Diesel,Manual,94150,2,Hatchback,3686,14,Budget
1556,Ford,Ecosport,TREND 1.5L DIESEL,2013,274000,Diesel,Manual,132225,2,SUV,3686,13,Budget
1557,Ford,Figo Aspire,AMBIENTE 1.5 DIESEL,2016,274000,Diesel,Manual,121808,2,Sedan,3686,10,Budget
1558,Ford,Fiesta,STYLE PETROL AT,2012,196000,Petrol,Automatic,70382,2,Sedan,3686,14,Budget
1559,Ford,Fiesta,SXI 1.6 PETROL,2011,116012,Petrol,Manual,161829,1,Sedan,3686,15,Budget
1560,Ford,Figo,TITANIUM 1.4 DIESEL,2011,109000,Diesel,Manual,178003,2,Hatchback,3686,15,Budget
1561,Ford,Ecosport,TITANIUM 1.5L DIESEL,2018,562000,Diesel,Manual,144972,2,SUV,3686,8,Mid-Range
1562,Ford,Fiesta Classic,LXI 1.4 DIESEL,2012,202000,Diesel,Manual,95597,1,Sedan,3686,14,Budget
1563,Ford,Classic,CLXI 1.4 DIESEL,2012,165000,Diesel,Manual,185163,2,Sedan,3686,14,Budget
1564,Ford,Figo,ZXI 1.2 PETROL,2011,126000,Petrol,Manual,77034,2,Hatchback,3686,15,Budget
1565,Ford,Ecosport,TITANIUM 1.5L PETROL,2014,420000,Petrol,Manual,86895,2,SUV,3686,12,Mid-Range
1566,Ford,Ecosport,TITANIUM 1.5L DIESEL,2017,553000,Diesel,Manual,107689,1,SUV,3686,9,Mid-Range
1567,Ford,Figo Aspire,TREND 1.5 DIESEL,2015,238000,Diesel,Manual,238833,1,Sedan,3686,11,Budget
1568,Ford,Fiesta,AMBIENTE PETROL,2012,118000,Petrol,Manual,101620,4,Sedan,3686,14,Budget
1569,Ford,Fiesta Classic,CLXI 1.6 PETROL,2011,163000,Petrol,Manual,185000,2,Sedan,3686,15,Budget
1570,Ford,Ecosport,TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) DIESEL,2018,630000,Diesel,Manual,65746,2,SUV,3686,8,Mid-Range
1571,Ford,Figo,ZXI 1.2 PETROL,2011,143000,Petrol,Manual,113673,1,Hatchback,3686,15,Budget
1572,Ford,Fiesta,ZXI 1.4 DIESEL,2012,241000,Diesel,Manual,64250,2,Sedan,3686,14,Budget
1573,Ford,Ecosport,TITANIUM 1.5L PETROL AT,2017,454000,Petrol,Automatic,125197,2,SUV,3686,9,Mid-Range
1574,Ford,Ecosport,TITANIUM 1.5L THUNDER EDTION PETROL,2019,710000,Petrol,Manual,31624,1,SUV,3686,7,Premium
1575,Ford,Ecosport,TITANIUM 1.5L PETROL AT,2020,580000,Petrol,Automatic,101714,1,SUV,3686,6,Mid-Range
1576,Ford,Ecosport,TITANIUM 1.5L DIESEL,2016,480000,Diesel,Manual,72574,2,SUV,3686,10,Mid-Range
1577,Ford,Ecosport,TITANIUM 1.5L PETROL,2019,638000,Petrol,Manual,47963,2,SUV,3686,7,Mid-Range
1578,Ford,FREESTYLE,TITANIUM 1.2 PETROL,2019,468000,Petrol,Manual,88000,1,SUV,3686,7,Mid-Range
1579,Ford,Ecosport,TITANIUM 1.5L DIESEL (OPT),2013,310000,Diesel,Manual,177944,2,SUV,3686,13,Mid-Range
1580,Ford,Ecosport,TITANIUM 1.5L SPORTS(SUNROOF) DIESEL,2019,639000,Diesel,Manual,143298,2,SUV,3686,7,Mid-Range
1581,Ford,Ecosport,TITANIUM + 1.5L DIESEL,2017,539000,Diesel,Manual,174412,2,SUV,3686,9,Mid-Range
1583,Ford,Ecosport,TITANIUM 1.5L DIESEL,2013,358000,Diesel,Manual,90515,1,SUV,3686,13,Mid-Range
1584,Ford,Ecosport,TITANIUM 1.5L PETROL AT,2015,484000,Petrol,Automatic,110131,3,SUV,3686,11,Mid-Range
1585,Ford,Ecosport,TITANIUM 1.5L PETROL AT,2018,656000,Petrol,Automatic,68459,1,SUV,3686,8,Mid-Range
1586,Ford,Ecosport,TITANIUM 1.5L DIESEL,2016,460000,Diesel,Manual,138875,1,SUV,3686,10,Mid-Range
1587,Ford,Ecosport,TITANIUM 1.5L DIESEL,2019,650000,Diesel,Manual,54000,1,SUV,3686,7,Mid-Range
1588,Ford,Ecosport,TITANIUM 1.5L DIESEL,2021,988000,Diesel,Manual,20740,1,SUV,3686,5,Premium
1589,Ford,Ecosport,1.5 TREND TI VCT AT,2018,525000,Petrol,Automatic,93833,1,SUV,3686,8,Mid-Range
1590,Ford,Ecosport,TITANIUM 1.5L SPORTS(SUNROOF) DIESEL,2021,1021000,Diesel,Manual,83227,1,SUV,3686,5,Premium
1591,Ford,Ecosport,TITANIUM 1.5L DIESEL,2021,943000,Diesel,Manual,87140,1,SUV,3686,5,Premium
1592,Ford,Ecosport,TITANIUM 1.5L DIESEL,2015,391000,Diesel,Manual,144091,2,SUV,3686,11,Mid-Range
1593,Ford,Ecosport,TITANIUM 1.5L DIESEL,2013,339000,Diesel,Manual,130648,1,SUV,3686,13,Mid-Range
1594,Ford,Ecosport,TITANIUM 1.5L DIESEL,2015,451000,Diesel,Manual,116222,1,SUV,3686,11,Mid-Range
1595,Ford,Ecosport,TITANIUM 1.5L DIESEL,2020,630000,Diesel,Manual,100107,1,SUV,3686,6,Mid-Range
