,brand,model,variant,year,price,fuel_type,transmission,km_driven,ownership,body_type,city_id,car_age,price_segment
916,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,2018,364000,Petrol,Manual,112596,1,Hatchback,3686,8,Mid-Range
917,Hyundai,Creta,S PLUS 1.4 DIESEL,2016,590000,Diesel,Manual,169013,1,SUV,3686,10,Mid-Range
918,Hyundai,Elite i20,SPORTZ PLUS 1.4 CRDI,2019,489000,Diesel,Manual,104149,2,Hatchback,3686,7,Mid-Range
919,Hyundai,Eon,MAGNA +,2014,186000,Petrol,Manual,92300,1,Hatchback,3686,12,Budget
920,Hyundai,i20,ASTA 1.4 CRDI,2013,217000,Diesel,Manual,264444,2,Hatchback,3686,13,Budget
921,Hyundai,i20,ASTA 1.4 CRDI,2013,250000,Diesel,Manual,92907,2,Hatchback,3686,13,Budget
922,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,2020,491000,Petrol,Manual,25060,2,Hatchback,3686,6,Mid-Range
923,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,2021,769000,Petrol,Automatic,34141,2,SUV,3686,5,Premium
924,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,2015,360000,Petrol,Manual,131733,1,Hatchback,3686,11,Mid-Range
925,Hyundai,NEW I20,SPORTZ 1.2 MT,2021,513000,Petrol,Manual,158987,1,Hatchback,3686,5,Mid-Range
926,Hyundai,Grand i10,SPORTZ U2 1.2 CRDI,2018,402000,Diesel,Manual,73971,4,Hatchback,3686,8,Mid-Range
927,Hyundai,Verna,FLUIDIC 1.6 CRDI EX,2012,289000,Diesel,Manual,99690,1,Sedan,3686,14,Budget
928,Hyundai,i20,ASTA 1.4 CRDI,2011,213000,Diesel,Manual,170000,2,Hatchback,3686,15,Budget
929,Hyundai,Elite i20,SPORTZ 1.2,2015,382000,Petrol,Manual,156080,3,Hatchback,3686,11,Mid-Range
930,Hyundai,i10,SPORTZ 1.1,2015,234000,Petrol,Manual,126704,2,Hatchback,3686,11,Budget
931,Hyundai,i10,SPORTZ 1.2,2013,212000,Petrol,Manual,64145,1,Hatchback,3686,13,Budget
932,Hyundai,i20,ASTA 1.2,2011,200000,Petrol,Manual,189458,1,Hatchback,3686,15,Budget
933,Hyundai,Elite i20,ASTA 1.2,2015,396000,Petrol,Manual,70166,2,Hatchback,3686,11,Mid-Range
934,Hyundai,Eon,ERA +,2014,170000,Petrol,Manual,73562,1,Hatchback,3686,12,Budget
935,Hyundai,Elite i20,SPORTZ PLUS 1.2,2020,569000,Petrol,Manual,75115,2,Hatchback,3686,6,Mid-Range
936,Hyundai,GRAND I10 NIOS,MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,2022,491938,Petrol,Manual,26676,1,Hatchback,3686,4,Mid-Range
937,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,2020,495000,Petrol,Manual,69199,2,Hatchback,3686,6,Mid-Range
938,Hyundai,NEW SANTRO,SPORTZ MT,2018,330000,Petrol,Manual,51083,1,Hatchback,3686,8,Mid-Range
939,Hyundai,i10,SPORTZ 1.2,2011,171000,Petrol,Manual,97025,2,Hatchback,3686,15,Budget
940,Hyundai,Verna,FLUIDIC 1.6 VTVT SX,2011,266000,Petrol,Manual,67527,3,Sedan,3686,15,Budget
941,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2015,322000,Petrol,Manual,84049,2,Hatchback,3686,11,Mid-Range
942,Hyundai,i10,SPORTZ 1.2,2011,188000,Petrol,Manual,85194,2,Hatchback,3686,15,Budget
943,Hyundai,Creta,E 1.5 DIESEL,2020,974000,Diesel,Manual,67472,1,SUV,3686,6,Premium
944,Hyundai,Santro Xing,GLS LPG,2012,163000,Petrol,Manual,116279,1,Hatchback,3686,14,Budget
945,Hyundai,Elite i20,MAGNA PLUS 1.2,2020,479000,Petrol,Manual,117355,1,Hatchback,3686,6,Mid-Range
946,Hyundai,Eon,MAGNA +,2017,200000,Petrol,Manual,95000,1,Hatchback,3686,9,Budget
947,Hyundai,Tucson,2WD AT GL PETROL ,2017,866000,Petrol,Automatic,147081,2,SUV,3686,9,Premium
948,Hyundai,Elite i20,ASTA (O) CVT,2019,625000,Petrol,Automatic,38924,1,Hatchback,3686,7,Mid-Range
949,Hyundai,NEW I20,ASTA (O) 1.2 MT,2021,653000,Petrol,Manual,85891,1,Hatchback,3686,5,Mid-Range
950,Hyundai,Grand i10,MAGNA 1.1 CRDI,2014,239000,Diesel,Manual,182080,2,Hatchback,3686,12,Budget
951,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,2022,540000,Petrol,Manual,39440,2,Hatchback,3686,4,Mid-Range
952,Hyundai,NEW I20,ASTA (O) 1.2 MT,2023,732000,Petrol,Manual,24827,1,Hatchback,3686,3,Premium
953,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2015,310000,Petrol,Manual,75567,2,Hatchback,3686,11,Mid-Range
954,Hyundai,i10,SPORTZ 1.2,2011,156000,Petrol,Manual,105847,2,Hatchback,3686,15,Budget
955,Hyundai,Elite i20,SPORTZ 1.2 (O),2015,379000,Petrol,Manual,126137,3,Hatchback,3686,11,Mid-Range
956,Hyundai,Creta,E PLUS 1.4 DIESEL,2018,649000,Diesel,Manual,171217,1,SUV,3686,8,Mid-Range
957,Hyundai,i10,SPORTZ 1.2 AT,2012,246000,Petrol,Automatic,36536,2,Hatchback,3686,14,Budget
958,Hyundai,Verna,FLUIDIC 1.6 CRDI SX,2013,298000,Diesel,Manual,96675,3,Sedan,3686,13,Budget
959,Hyundai,i20,ASTA 1.2,2014,301000,Petrol,Manual,119882,2,Hatchback,3686,12,Mid-Range
960,Hyundai,i20,SPORTZ 1.2,2011,180000,Petrol,Manual,168198,2,Hatchback,3686,15,Budget
961,Hyundai,GRAND I10 NIOS,MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,2022,500000,Petrol,Manual,36947,1,Hatchback,3686,4,Mid-Range
962,Hyundai,EXTER,EX 1.2 MT,2024,504000,Petrol,Manual,56791,1,Hatchback,3686,2,Mid-Range
963,Hyundai,Grand i10,ASTA 1.1 CRDI,2014,294000,Diesel,Manual,137134,2,Hatchback,3686,12,Budget
964,Hyundai,i20 Active,1.2 S,2018,529000,Petrol,Manual,58903,1,Hatchback,3686,8,Mid-Range
965,Hyundai,i10,SPORTZ 1.2,2013,241000,Petrol,Manual,49203,1,Hatchback,3686,13,Budget
966,Hyundai,i20 Active,1.2 S,2017,592000,Petrol,Manual,35441,1,Hatchback,3686,9,Mid-Range
967,Hyundai,NEW I20,ASTA (O) 1.2 AT,2022,777000,Petrol,Automatic,15156,1,Hatchback,3686,4,Premium
968,Hyundai,i10,SPORTZ 1.2,2011,174000,Petrol,Manual,43412,2,Hatchback,3686,15,Budget
969,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,2018,390000,Petrol,Manual,67834,2,Hatchback,3686,8,Mid-Range
970,Hyundai,Elite i20,ASTA 1.4 CRDI,2015,466938,Diesel,Manual,117211,2,Hatchback,3686,11,Mid-Range
971,Hyundai,i10,SPORTZ 1.2,2011,165000,Petrol,Manual,97300,2,Hatchback,3686,15,Budget
972,Hyundai,i10,SPORTZ 1.2,2011,160000,Petrol,Manual,139424,2,Hatchback,3686,15,Budget
973,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,2024,633000,Petrol,Manual,11064,1,Hatchback,3686,2,Mid-Range
974,Hyundai,Creta,SX 1.6 DIESEL,2016,675000,Diesel,Manual,101754,1,SUV,3686,10,Mid-Range
975,Hyundai,Grand i10,ASTA U2 1.2 CRDI,2017,354000,Diesel,Manual,106956,2,Hatchback,3686,9,Mid-Range
976,Hyundai,Elite i20,ASTA 1.2,2016,546000,Petrol,Manual,52428,1,Hatchback,3686,10,Mid-Range
977,Hyundai,Verna,SX 1.5 CRDI,2022,972000,Diesel,Manual,89673,2,Sedan,3686,4,Premium
978,Hyundai,Grand i10,MAGNA U2 1.2 CRDI,2017,308000,Diesel,Manual,121063,1,Hatchback,3686,9,Mid-Range
979,Hyundai,Creta,SX 1.5 DIESEL,2020,1205000,Diesel,Manual,92289,2,SUV,3686,6,Premium
980,Hyundai,Elite i20,SPORTZ 1.2,2016,400000,Petrol,Manual,108568,1,Hatchback,3686,10,Mid-Range
981,Hyundai,VENUE,S (O) 1.0 TURBO IMT,2022,872000,Petrol,Manual,16960,2,SUV,3686,4,Premium
982,Hyundai,i20 Active,1.2 S,2015,384000,Petrol,Manual,98368,2,Hatchback,3686,11,Mid-Range
983,Hyundai,NEW I20,ASTA (O) 1.2 MT,2023,740000,Petrol,Manual,33100,1,Hatchback,3686,3,Premium
984,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,2016,333000,Petrol,Manual,86277,2,Hatchback,3686,10,Mid-Range
985,Hyundai,Grand i10,MAGNA AT 1.2 KAPPA VTVT,2018,401000,Petrol,Automatic,34077,1,Hatchback,3686,8,Mid-Range
986,Hyundai,Elite i20,ASTA 1.4 CRDI,2015,443000,Diesel,Manual,133257,2,Hatchback,3686,11,Mid-Range
987,Hyundai,Creta,EX 1.5 DIESEL,2022,1054000,Diesel,Manual,46348,1,SUV,3686,4,Premium
988,Hyundai,Verna,FLUIDIC 1.6 CRDI SX,2015,400000,Diesel,Manual,130166,3,Sedan,3686,11,Mid-Range
989,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2016,355000,Petrol,Manual,99152,2,Hatchback,3686,10,Mid-Range
990,Hyundai,Creta,SX PLUS 1.6 PETROL,2017,600000,Petrol,Manual,127115,2,SUV,3686,9,Mid-Range
991,Hyundai,i20,ASTA 1.4 CRDI,2011,184000,Diesel,Manual,152095,2,Hatchback,3686,15,Budget
992,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2019,432000,Petrol,Manual,56875,2,Hatchback,3686,7,Mid-Range
993,Hyundai,GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,2019,450000,Petrol,Automatic,77327,1,Hatchback,3686,7,Mid-Range
994,Hyundai,Elite i20,ASTA 1.4 CRDI,2015,420000,Diesel,Manual,268000,2,Hatchback,3686,11,Mid-Range
995,Hyundai,Elite i20,SPORTZ 1.2,2016,470000,Petrol,Manual,78010,1,Hatchback,3686,10,Mid-Range
996,Hyundai,Creta,SX (O) 1.4 TURBO DCT,2020,1050000,Petrol,Automatic,139300,1,SUV,3686,6,Premium
997,Hyundai,Verna,FLUIDIC 1.4 VTVT CX,2014,356000,Petrol,Manual,63000,1,Sedan,3686,12,Mid-Range
998,Hyundai,AURA,SX 1.2,2020,532000,Petrol,Manual,54348,1,Sedan,3686,6,Mid-Range
999,Hyundai,Creta,S PLUS 1.4 DIESEL,2016,708000,Diesel,Manual,369227,1,SUV,3686,10,Premium
1000,Hyundai,VENUE,S+ 1.2,2022,718000,Petrol,Manual,20300,1,SUV,3686,4,Premium
1001,Hyundai,Verna,1.6 CRDI SX,2019,794000,Diesel,Manual,97001,2,Sedan,3686,7,Premium
1002,Hyundai,Verna,1.6 VTVT SX O,2019,782000,Petrol,Manual,105785,1,Sedan,3686,7,Premium
1003,Hyundai,Creta,SX (O) 1.4 TURBO DCT,2020,1200000,Petrol,Automatic,156997,2,SUV,3686,6,Premium
1004,Hyundai,Elite i20,SPORTZ 1.2,2015,380000,Petrol,Manual,43607,3,Hatchback,3686,11,Mid-Range
1005,Hyundai,Creta,S 1.5 DIESEL,2020,1268000,Diesel,Manual,86742,1,SUV,3686,6,Premium
1006,Hyundai,Creta,SX PLUS AT 1.6 DIESEL,2016,700000,Diesel,Automatic,142633,2,SUV,3686,10,Mid-Range
1007,Hyundai,Verna,FLUIDIC 1.6 VTVT SX,2014,375000,Petrol,Manual,124442,2,Sedan,3686,12,Mid-Range
1008,Hyundai,Creta,E PLUS 1.4 DIESEL,2018,705000,Diesel,Manual,102823,2,SUV,3686,8,Premium
1009,Hyundai,Grand i10,ASTA 1.1 CRDI,2015,301000,Diesel,Manual,112605,1,Hatchback,3686,11,Mid-Range
1010,Hyundai,i20,SPORTZ 1.2,2012,342000,Petrol,Manual,61916,1,Hatchback,3686,14,Mid-Range
1011,Hyundai,Creta,SX PLUS 1.6 PETROL,2016,760000,Petrol,Manual,68806,1,SUV,3686,10,Premium
1012,Hyundai,AURA,SX PLUS 1.2 AMT,2021,623000,Petrol,Automatic,27422,2,Sedan,3686,5,Mid-Range
1013,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2014,348000,Petrol,Manual,44400,2,Hatchback,3686,12,Mid-Range
1014,Hyundai,NEW I20,SPORTZ 1.2 MT,2021,545000,Petrol,Manual,102649,1,Hatchback,3686,5,Mid-Range
1015,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,2014,299999,Petrol,Manual,94191,1,Hatchback,3686,12,Budget
1016,Hyundai,NEW SANTRO,SPORTZ CNG,2019,436000,CNG,Manual,31593,1,Hatchback,3686,7,Mid-Range
1017,Hyundai,Creta,SX (O) 1.6 DIESEL,2017,935000,Diesel,Manual,95194,2,SUV,3686,9,Premium
1018,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,2015,298000,Petrol,Manual,117067,2,Hatchback,3686,11,Budget
1019,Hyundai,Elite i20,ASTA 1.2 (O),2018,588000,Petrol,Manual,72573,1,Hatchback,3686,8,Mid-Range
1020,Hyundai,Creta,SX 1.5 DIESEL,2020,1093000,Diesel,Manual,92624,3,SUV,3686,6,Premium
1022,Hyundai,NEW SANTRO,ASTA MT,2019,320000,Petrol,Manual,88047,2,Hatchback,3686,7,Mid-Range
1023,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2014,329000,Petrol,Manual,95596,2,Hatchback,3686,12,Mid-Range
1024,Hyundai,NEW I20,ASTA (O) 1.5 CRDI MT,2021,755000,Diesel,Manual,68400,1,Hatchback,3686,5,Premium
1025,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,2016,359000,Petrol,Manual,63015,1,Hatchback,3686,10,Mid-Range
1026,Hyundai,Creta,SX PLUS AT 1.6 DIESEL,2017,850000,Diesel,Automatic,104189,2,SUV,3686,9,Premium
1027,Hyundai,Creta,E PLUS 1.6 PETROL,2017,719000,Petrol,Manual,90547,1,SUV,3686,9,Premium
1028,Hyundai,Creta,S AT 1.6 DIESEL,2018,796000,Diesel,Automatic,65115,3,SUV,3686,8,Premium
1029,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,2021,504000,Petrol,Manual,65738,2,Hatchback,3686,5,Mid-Range
1030,Hyundai,EXTER,SX 1.2 CNG MT,2024,750000,CNG,Manual,43977,1,Hatchback,3686,2,Premium
1031,Hyundai,Creta,SX PLUS AT 1.6 PETROL,2017,882000,Petrol,Automatic,35414,1,SUV,3686,9,Premium
1032,Hyundai,Grand i10,SPORTZ AT 1.2 KAPPA VTVT,2018,479000,Petrol,Automatic,49258,1,Hatchback,3686,8,Mid-Range
1033,Hyundai,Creta,SX AT 1.6 DIESEL,2018,835000,Diesel,Automatic,105374,2,SUV,3686,8,Premium
1034,Hyundai,Creta,SX (O) 1.6 DIESEL,2015,677000,Diesel,Manual,164352,2,SUV,3686,11,Mid-Range
1035,Hyundai,Creta,SX EXECUTIVE 1.5 PETROL,2022,1050000,Petrol,Manual,65000,1,SUV,3686,4,Premium
1036,Hyundai,Creta,SX (O) 1.6 DIESEL,2018,1003000,Diesel,Manual,55535,2,SUV,3686,8,Premium
1037,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,2020,520000,Petrol,Manual,24188,2,Hatchback,3686,6,Mid-Range
1038,Hyundai,Elite i20,ASTA 1.2,2015,466000,Petrol,Manual,41974,1,Hatchback,3686,11,Mid-Range
1039,Hyundai,Elite i20,SPORTZ 1.2,2016,457000,Petrol,Manual,71131,1,Hatchback,3686,10,Mid-Range
1040,Hyundai,AURA,SX PLUS 1.2 AMT CRDI,2021,601000,Diesel,Automatic,106292,2,Sedan,3686,5,Mid-Range
1041,Hyundai,NEW I20 N LINE,N6 1.0 TURBO GDI IMT,2021,746000,Petrol,Manual,42810,1,Hatchback,3686,5,Premium
1042,Hyundai,Creta,S PLUS 1.4 DIESEL,2015,632000,Diesel,Manual,174171,1,SUV,3686,11,Mid-Range
1043,Hyundai,GRAND I10 NIOS,MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,2022,526000,Petrol,Manual,39712,1,Hatchback,3686,4,Mid-Range
1044,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,2018,431000,Petrol,Manual,52001,1,Hatchback,3686,8,Mid-Range
1045,Hyundai,NEW SANTRO,SPORTZ MT,2020,350000,Petrol,Manual,68546,1,Hatchback,3686,6,Mid-Range
1046,Hyundai,VENUE,SX 1.0 TURBO,2020,650000,Petrol,Manual,87229,1,SUV,3686,6,Mid-Range
1047,Hyundai,Creta,S 1.4 DIESEL,2018,732000,Diesel,Manual,110467,1,SUV,3686,8,Premium
1048,Hyundai,NEW I20 N LINE,N8 1.0 TURBO GDI IMT DUAL TONE,2021,750000,Petrol,Manual,66026,1,Hatchback,3686,5,Premium
1049,Hyundai,Elite i20,ASTA 1.2,2017,461000,Petrol,Manual,110297,1,Hatchback,3686,9,Mid-Range
1051,Hyundai,Elite i20,ASTA 1.2 (O),2019,556000,Petrol,Manual,61045,2,Hatchback,3686,7,Mid-Range
1052,Hyundai,Grand i10,SPORTZ 1.2 KAPPA VTVT,2019,448000,Petrol,Manual,28606,1,Hatchback,3686,7,Mid-Range
1053,Hyundai,NEW I20,ASTA 1.2 MT,2023,827000,Petrol,Manual,79082,2,Hatchback,3686,3,Premium
1054,Hyundai,Elite i20,SPORTZ PLUS 1.2,2019,536000,Petrol,Manual,71648,1,Hatchback,3686,7,Mid-Range
1056,Hyundai,Creta,S PLUS 1.4 DIESEL,2017,800000,Diesel,Manual,87375,1,SUV,3686,9,Premium
1057,Hyundai,Elite i20,SPORTZ 1.4 CRDI,2016,480000,Diesel,Manual,88000,2,Hatchback,3686,10,Mid-Range
1058,Hyundai,VENUE,SX 1.2 PETROL,2022,750000,Petrol,Manual,75517,1,SUV,3686,4,Premium
1059,Hyundai,Creta,S 1.4 DIESEL,2016,578000,Diesel,Manual,206512,1,SUV,3686,10,Mid-Range
1061,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2015,332000,Petrol,Manual,141800,2,Hatchback,3686,11,Mid-Range
1062,Hyundai,VENUE,SX 1.0 (O) TURBO,2019,800000,Petrol,Manual,99068,2,SUV,3686,7,Premium
1063,Hyundai,Creta,SX 1.6 PETROL,2019,814000,Petrol,Manual,71096,1,SUV,3686,7,Premium
1064,Hyundai,Grand i10,ASTA AT 1.2 KAPPA VTVT,2015,360000,Petrol,Automatic,117794,1,Hatchback,3686,11,Mid-Range
1065,Hyundai,NEW I20 N LINE,N8 1.0 TURBO GDI DCT,2021,845000,Petrol,Automatic,49284,1,Hatchback,3686,5,Premium
1066,Hyundai,Grand i10,MAGNA 1.2 KAPPA VTVT,2019,430000,Petrol,Manual,37057,1,Hatchback,3686,7,Mid-Range
1067,Hyundai,Creta,SX EXECUTIVE 1.5 DIESEL,2021,1203000,Diesel,Manual,84451,1,SUV,3686,5,Premium
1068,Hyundai,VENUE,SX 1.5 CRDI,2021,999000,Diesel,Manual,44854,1,SUV,3686,5,Premium
1069,Hyundai,Creta,SX 1.6 DIESEL,2018,887000,Diesel,Manual,90419,1,SUV,3686,8,Premium
1070,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,2020,850000,Petrol,Automatic,22039,1,SUV,3686,6,Premium
1071,Hyundai,Verna,1.6 SX (O) CRDI MT,2017,850000,Diesel,Manual,60362,2,Sedan,3686,9,Premium
1072,Hyundai,Creta,SX AT 1.6 PETROL,2018,999999,Petrol,Automatic,77454,1,SUV,3686,8,Premium
1074,Hyundai,VENUE,SX 1.4 CRDI,2019,854000,Diesel,Manual,50642,1,SUV,3686,7,Premium
1076,Hyundai,Creta,SX AT 1.6 PETROL,2018,1126000,Petrol,Automatic,118389,2,SUV,3686,8,Premium
1077,Hyundai,Santa Fe,2 WD AT,2015,650000,Diesel,Automatic,100545,3,SUV,3686,11,Mid-Range
1079,Hyundai,Creta,SX (O) 1.5 DIESEL,2022,1350000,Diesel,Manual,165243,1,SUV,3686,4,Premium
1080,Hyundai,Creta,SX PLUS AT 1.6 PETROL,2017,720000,Petrol,Automatic,93061,2,SUV,3686,9,Premium
1081,Hyundai,Creta,SX PLUS AT 1.6 PETROL,2018,900000,Petrol,Automatic,85757,1,SUV,3686,8,Premium
1082,Hyundai,VENUE,SX 1.0 TURBO IMT,2021,722000,Petrol,Manual,52805,1,SUV,3686,5,Premium
1083,Hyundai,Creta,SX PLUS AT 1.6 DIESEL,2017,844000,Diesel,Automatic,134370,2,SUV,3686,9,Premium
1084,Hyundai,VENUE,SX 1.0 (O) TURBO,2019,845000,Petrol,Manual,46425,1,SUV,3686,7,Premium
1085,Hyundai,Santa Fe,2 WD AT,2014,810000,Diesel,Automatic,101292,2,SUV,3686,12,Premium
1086,Hyundai,VENUE,SX 1.5 (O) EXECUTIVE CRDI,2021,1000000,Diesel,Manual,42192,3,SUV,3686,5,Premium
1087,Hyundai,Creta,SX AT 1.6 DIESEL,2019,953000,Diesel,Automatic,122852,1,SUV,3686,7,Premium
1088,Hyundai,NEW I20,ASTA (O) 1.5 CRDI MT,2022,839000,Diesel,Manual,86362,2,Hatchback,3686,4,Premium
1089,Hyundai,NEW I20 N LINE,N8 1.0 TURBO GDI IMT,2021,1003000,Petrol,Manual,22281,2,Hatchback,3686,5,Premium
1090,Hyundai,VENUE,SX 1.0 TURBO IMT,2020,750000,Petrol,Manual,51254,1,SUV,3686,6,Premium
1091,Hyundai,Creta,SX PLUS AT 1.6 DIESEL,2015,856000,Diesel,Automatic,78288,2,SUV,3686,11,Premium
1092,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,2020,893000,Petrol,Automatic,62544,1,SUV,3686,6,Premium
1093,Hyundai,Creta,SX AT 1.6 DIESEL,2019,1114000,Diesel,Automatic,157280,1,SUV,3686,7,Premium
1094,Hyundai,Creta,SX AT 1.6 PETROL,2018,1050000,Petrol,Automatic,26805,1,SUV,3686,8,Premium
1098,Hyundai,Verna,FLUIDIC 1.6 VTVT EX,2011,303000,Petrol,Manual,42182,2,Sedan,3686,15,Mid-Range
1099,Hyundai,Elite i20,ASTA (O) CVT,2019,601000,Petrol,Automatic,102124,1,Hatchback,3686,7,Mid-Range
1100,Hyundai,i20,SPORTZ 1.2,2013,293000,Petrol,Manual,50313,1,Hatchback,3686,13,Budget
1102,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,2022,498500,Petrol,Manual,39465,1,Hatchback,3686,4,Mid-Range
1103,Hyundai,NEW I20,ASTA 1.2 MT,2022,722099,Petrol,Manual,22871,1,Hatchback,3686,4,Premium
1104,Hyundai,VENUE,S 1.2,2019,571830,CNG,Manual,38173,1,SUV,3686,7,Mid-Range
1105,Hyundai,Creta,S AT 1.6 DIESEL,2019,799000,Diesel,Automatic,53091,1,SUV,3686,7,Premium
1106,Hyundai,VENUE,SX PLUS 1.0 TURBO DCT,2019,590000,Petrol,Automatic,104310,2,SUV,3686,7,Mid-Range
1107,Hyundai,Elite i20,ASTA 1.2  CVT,2018,519000,Petrol,Automatic,50904,2,Hatchback,3686,8,Mid-Range
1108,Hyundai,Grand i10,SPORTZ AT 1.2 KAPPA VTVT,2014,279000,Petrol,Automatic,89469,1,Hatchback,3686,12,Budget
1109,Hyundai,Elite i20,ASTA 1.2,2016,456110,Petrol,Manual,41921,1,Hatchback,3686,10,Mid-Range
1110,Hyundai,NEW I20 N LINE,N8 1.0 TURBO GDI IMT,2022,823000,Petrol,Manual,56053,1,Hatchback,3686,4,Premium
1111,Hyundai,GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,2021,627000,Petrol,Automatic,73516,1,Hatchback,3686,5,Mid-Range
1112,Honda,City,1.5L I-VTEC S MT,2014,351216,Petrol,Manual,93675,1,Sedan,3686,12,Mid-Range
1113,Honda,City,1.5L I-VTEC V MT,2019,680659,Petrol,Manual,43764,1,Sedan,3686,7,Mid-Range
1114,Honda,Amaze,1.2L I-VTEC V,2018,473118,Petrol,Manual,83407,1,Sedan,3686,8,Mid-Range
1115,Honda,Jazz,1.5L I-DTEC VX,2015,338000,Diesel,Manual,123085,1,Hatchback,3686,11,Mid-Range
1116,Honda,Jazz,1.5L I-DTEC V,2015,337000,Diesel,Manual,145808,1,Hatchback,3686,11,Mid-Range
1117,Honda,Amaze,1.2L I-VTEC VX,2019,481500,Petrol,Manual,78789,1,Sedan,3686,7,Mid-Range
1118,Honda,City,1.5L I-VTEC SV,2015,381000,Petrol,Manual,110770,1,Sedan,3686,11,Mid-Range
1119,Honda,Brio,S MT,2013,197000,Petrol,Manual,72099,2,Hatchback,3686,13,Budget
1120,Honda,BR-V,1.5L I-VTEC VX,2018,580000,Petrol,Manual,69161,1,SUV,3686,8,Mid-Range
1121,Honda,City,1.5L I-VTEC ZX CVT,2022,833000,Petrol,Automatic,96021,1,Sedan,3686,4,Premium
1122,Honda,City,1.5L I-VTEC V MT,2018,579000,Petrol,Manual,107627,1,Sedan,3686,8,Mid-Range
1123,Honda,City,1.5L I-VTEC S MT,2013,383000,Petrol,Manual,56866,1,Sedan,3686,13,Mid-Range
1124,Honda,Amaze,1.2L I-VTEC E,2015,295000,Petrol,Manual,57026,1,Sedan,3686,11,Budget
1125,Honda,City,1.5L I-VTEC SV CVT,2016,461000,Petrol,Automatic,88593,1,Sedan,3686,10,Mid-Range
1126,Honda,City,1.5L I-VTEC VX CVT,2017,529000,Petrol,Automatic,136632,1,Sedan,3686,9,Mid-Range
1127,Honda,City,1.5L I-VTEC ZX CVT,2022,962000,Petrol,Automatic,66454,1,Sedan,3686,4,Premium
1128,Honda,Amaze,1.2L I-VTEC SX,2016,366000,Petrol,Manual,95867,1,Sedan,3686,10,Mid-Range
1129,Honda,City,1.5L I-VTEC S MT,2012,282251,Petrol,Manual,102589,2,Sedan,3686,14,Budget
1130,Honda,Amaze,1.2L I-VTEC S,2015,269500,Petrol,Manual,109560,2,Sedan,3686,11,Budget
1131,Honda,City,1.5L I-VTEC S MT,2018,497113,Petrol,Manual,113187,1,Sedan,3686,8,Mid-Range
1132,Honda,Amaze,1.2L I-VTEC S,2015,321000,Petrol,Manual,88931,1,Sedan,3686,11,Mid-Range
1133,Honda,Amaze,1.5L I-DTEC VX,2018,509000,Diesel,Manual,121411,1,Sedan,3686,8,Mid-Range
1134,Honda,Amaze,1.2L I-VTEC VX,2015,363000,Petrol,Manual,62735,2,Sedan,3686,11,Mid-Range
1135,Honda,City,1.5L I-VTEC V MT,2018,571000,Petrol,Manual,94464,1,Sedan,3686,8,Mid-Range
1136,Honda,City,1.5L I-VTEC V MT,2015,424500,Petrol,Manual,35151,1,Sedan,3686,11,Mid-Range
1137,Honda,City,1.5L I-VTEC V MT,2014,476500,Petrol,Manual,91012,2,Sedan,3686,12,Mid-Range
1138,Honda,Jazz,1.2L I-VTEC ZX,2020,625000,Petrol,Manual,66875,1,Hatchback,3686,6,Mid-Range
1139,Honda,Amaze,1.2L I-VTEC VX CVT,2019,532000,Petrol,Automatic,46135,1,Sedan,3686,7,Mid-Range
1140,Honda,City,1.5L I-VTEC V MT,2017,624000,Petrol,Manual,58364,1,Sedan,3686,9,Mid-Range
1141,Honda,Amaze,1.2L I-VTEC VX CVT,2022,790000,Petrol,Automatic,8353,1,Sedan,3686,4,Premium
